Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
珠海路街道办事处,36.061707,120.407954,Sea View Garden Hotel Qingdao,36.05999904072166,120.4105715817661,Hotel
珠海路街道办事处,36.061707,120.407954,Muse,36.06601620813772,120.4034674919809,Nightclub
珠海路街道办事处,36.061707,120.407954,Starbucks (星巴克),36.06600200402511,120.3985038516118,Coffee Shop
珠海路街道办事处,36.061707,120.407954,海景花园大酒店,36.060024352013784,120.41198177372118,Hotel
珠海路街道办事处,36.061707,120.407954,Haiqing Hotel Qingdao,36.057649938483806,120.40206621144408,Hotel
珠海路街道办事处,36.061707,120.407954,Ibis Hotel 宜必思酒店- 青岛,36.06056571614315,120.41603894393239,Hotel
珠海路街道办事处,36.061707,120.407954,Louis Vuitton Qingdao Hisense,36.057934,120.39838,Leather Goods Store
珠海路街道办事处,36.061707,120.407954,彤德莱 Tongdelai Hot Pot,36.06613523390328,120.39836315608208,Chinese Restaurant
江苏路街道办事处,36.068852,120.33695800000001,阿兹凯乐西餐厅 Rats Keller western restaurant,36.06438102366475,120.32803006025955,German Restaurant
江苏路街道办事处,36.068852,120.33695800000001,胶澳总督府 Jiaozhou Governor's Hall,36.064874349610285,120.32760897976559,Historic Site
江苏路街道办事处,36.068852,120.33695800000001,青岛山炮台俾斯麦炮台 Fort of Qingdao Hill,36.069464021212625,120.33516417956649,Park
江苏路街道办事处,36.068852,120.33695800000001,Zhongshan Park (中山公园 Zhongshan Park),36.062221478227194,120.34398134390649,Park
江苏路街道办事处,36.068852,120.33695800000001,怡堡酒店 The Castle Hotel,36.06565945859833,120.32848052921864,Hotel
江苏路街道办事处,36.068852,120.33695800000001,Huanghai Hotel,36.06052699088326,120.33719116672773,Hotel
江苏路街道办事处,36.068852,120.33695800000001,信号山公园 Xinhaoshan Park,36.06620627895774,120.32633515686427,Park
大港街道办事处,36.091537,120.35138700000002,McDonald's (麦当劳),36.08983746142091,120.34838407222736,Fast Food Restaurant
大港街道办事处,36.091537,120.35138700000002,McDonald's (麦当劳),36.10012471753176,120.34887388062273,Fast Food Restaurant
大港街道办事处,36.091537,120.35138700000002,三合园水饺 Dumplings,36.084853,120.351448,Asian Restaurant
大港街道办事处,36.091537,120.35138700000002,Sifang Hotel Qingdao,36.09962833260695,120.34786048190414,Hotel
即墨路街道办事处,36.074905,120.32221899999999,即墨路小商品市场,36.07404858816487,120.31902750182158,Market
即墨路街道办事处,36.074905,120.32221899999999,劈柴院,36.07102610205984,120.31285961028769,Market
即墨路街道办事处,36.074905,120.32221899999999,青岛凯越青年旅社 Qingdao Kaiyue Youth Hostel,36.07035543190272,120.31858061261654,Hostel
即墨路街道办事处,36.074905,120.32221899999999,王姐烧烤 Wangjie BBQ,36.0692955732227,120.31359733811433,BBQ Joint
即墨路街道办事处,36.074905,120.32221899999999,春和楼,36.07059547709404,120.31349597115518,Chinese Restaurant
即墨路街道办事处,36.074905,120.32221899999999,"青岛奥博维特国际青年旅舍 YHA Old Observatory, Qingdao",36.070126949372906,120.32098603007061,Hostel
即墨路街道办事处,36.074905,120.32221899999999,Kaiyue Youth Hostel / Old Church Lounge,36.0704145,120.3186339,Hostel
即墨路街道办事处,36.074905,120.32221899999999,柏斯图德国餐饮 Zur Bierstube,36.07647932711144,120.31536561533659,German Restaurant
即墨路街道办事处,36.074905,120.32221899999999,Tommyboy Coffee,36.06963409711362,120.31346781368285,Café
即墨路街道办事处,36.074905,120.32221899999999,江宁会馆,36.07125480435813,120.31296660923832,Chinese Restaurant
辽宁路街道办事处,36.084983,120.327453,儿童公园,36.083748561097615,120.3277597781374,Park
辽宁路街道办事处,36.084983,120.327453,辽宁路信息城,36.08264812657718,120.32815957024462,Electronics Store
辽宁路街道办事处,36.084983,120.327453,颐高数码广场,36.082272038886245,120.32873391732448,Electronics Store
辽宁路街道办事处,36.084983,120.327453,青岛港,36.08878301986299,120.32835960388184,Boat or Ferry
兴隆路街道办事处,36.127101,120.34776299999999,sifang liqun shopping mall,36.13093752583824,120.35538196427449,Shopping Mall
延安路街道办事处,36.072371000000004,120.34065700000001,Qingdao Beer Museum (青岛啤酒博物馆),36.07867061324639,120.34164918175325,Museum
延安路街道办事处,36.072371000000004,120.34065700000001,Tsingtao Brewery,36.07911513960009,120.34392504206863,Brewery
延安路街道办事处,36.072371000000004,120.34065700000001,Beer Street Qingdao - Birthplace of Beer Culture Restaurant,36.07906860217371,120.34402425836969,Beer Garden
延安路街道办事处,36.072371000000004,120.34065700000001,青岛山炮台俾斯麦炮台 Fort of Qingdao Hill,36.069464021212625,120.33516417956649,Park
延安路街道办事处,36.072371000000004,120.34065700000001,青岛啤酒街,36.07873143199942,120.34179681474613,Beer Garden
延安路街道办事处,36.072371000000004,120.34065700000001,Qingdao Tian Mu City,36.079671910609534,120.33841297430646,Shopping Mall
延安路街道办事处,36.072371000000004,120.34065700000001,青岛啤酒街 | Beer Street,36.07929540553167,120.34469074497767,Resort
登州路街道办事处,36.076469,120.345359,Tsingtao Brewery,36.07911513960009,120.34392504206863,Brewery
登州路街道办事处,36.076469,120.345359,Qingdao Beer Museum (青岛啤酒博物馆),36.07867061324639,120.34164918175325,Museum
登州路街道办事处,36.076469,120.345359,Beer Street Qingdao - Birthplace of Beer Culture Restaurant,36.07906860217371,120.34402425836969,Beer Garden
登州路街道办事处,36.076469,120.345359,青岛啤酒街 | Beer Street,36.07929540553167,120.34469074497767,Resort
登州路街道办事处,36.076469,120.345359,青岛啤酒街,36.07873143199942,120.34179681474613,Beer Garden
登州路街道办事处,36.076469,120.345359,Qingdao Tian Mu City,36.079671910609534,120.33841297430646,Shopping Mall
登州路街道办事处,36.076469,120.345359,青岛市文化市场,36.08245577713077,120.34229227818116,Shopping Mall
登州路街道办事处,36.076469,120.345359,Wanda Plaza (万达广场),36.08165476064416,120.3510695507728,Shopping Mall
水清沟街道办事处,36.130382,120.383036,宝鑫达汽车维修中心,36.137182,120.384491,Other Repair Shop
水清沟街道办事处,36.130382,120.383036,陆海二手车,36.122774,120.384701,Auto Garage
台东街道办事处,36.087687,120.35235800000001,McDonald's (麦当劳),36.08983746142091,120.34838407222736,Fast Food Restaurant
台东街道办事处,36.087687,120.35235800000001,KFC (肯德基),36.081490998320895,120.35013498800708,Fast Food Restaurant
台东街道办事处,36.087687,120.35235800000001,KFC (肯德基),36.084766,120.34394,Fast Food Restaurant
台东街道办事处,36.087687,120.35235800000001,三合园水饺 Dumplings,36.084853,120.351448,Asian Restaurant
台东街道办事处,36.087687,120.35235800000001,Wanda Plaza (万达广场),36.08165476064416,120.3510695507728,Shopping Mall
台东街道办事处,36.087687,120.35235800000001,Pizza Hut (必胜客),36.081156622804464,120.35123844694198,Pizza Place
阜新路街道办事处,36.095797999999995,120.363064,Carrefour (家乐福),36.0942231943424,120.36650012513894,Supermarket
阜新路街道办事处,36.095797999999995,120.363064,如家酒店 HOMEINN,36.091536879347096,120.36920774580668,Hotel
阜新路街道办事处,36.095797999999995,120.363064,天瑞星空酒店,36.088295,120.36778,Hotel
阜新路街道办事处,36.095797999999995,120.363064,Cache Cache(四方利群店),36.104514,120.362627,Clothing Store
阜新路街道办事处,36.095797999999995,120.363064,家乐福（市北）,36.09148802217681,120.37264823913574,Shopping Mall
四方街道办事处,36.116973,120.35420900000001,7天连锁酒店（青岛海云庵民俗广场店）,36.114849471373,120.34933442099,Hotel
四方街道办事处,36.116973,120.35420900000001,紫丁香商务酒店,36.1133317425496,120.34726369896708,Hotel
宁夏路街道办事处,36.074888,120.36736599999999,Starbucks (星巴克),36.075223378776606,120.36631999036815,Coffee Shop
宁夏路街道办事处,36.074888,120.36736599999999,Starbucks (星巴克),36.074787,120.371187,Coffee Shop
宁夏路街道办事处,36.074888,120.36736599999999,洁神大饭店,36.07265511294089,120.37290573120117,Chinese Restaurant
宁夏路街道办事处,36.074888,120.36736599999999,怡情楼海鲜巨无霸,36.08094902815589,120.36722629089988,Chinese Restaurant
宁夏路街道办事处,36.074888,120.36736599999999,清真马家 Muslim Restaurant,36.067559,120.364953,Halal Restaurant
宁夏路街道办事处,36.074888,120.36736599999999,The He Ming Way,36.082103,120.372592,Hotel
宁夏路街道办事处,36.074888,120.36736599999999,Impression Restaurant,36.06692888836985,120.3629142703479,Asian Restaurant
镇江路街道办事处,36.082175,120.364129,Le Méridien Qingdao (青岛万达艾美酒店),36.087299614103294,120.37306361539974,Hotel
镇江路街道办事处,36.082175,120.364129,怡情楼海鲜巨无霸,36.08094902815589,120.36722629089988,Chinese Restaurant
镇江路街道办事处,36.082175,120.364129,Qing Dao Wanda CBD & IMAX,36.08780999093612,120.36914582579855,Movie Theater
镇江路街道办事处,36.082175,120.364129,Akebono,36.08704,120.3729,Japanese Restaurant
镇江路街道办事处,36.082175,120.364129,Latitude 36,36.087232200709266,120.37304672862936,Hotel Bar
镇江路街道办事处,36.082175,120.364129,Le Mei,36.08733303958661,120.37306924432272,Chinese Restaurant
海伦路街道办事处,36.104703,120.377752,美食舰队,36.10276521618249,120.37573732632313,Chinese Restaurant
海伦路街道办事处,36.104703,120.377752,Papa John's Pizza,36.10230435537633,120.37344638160558,Pizza Place
海伦路街道办事处,36.104703,120.377752,喵一碗,36.099133,120.374659,Noodle House
海伦路街道办事处,36.104703,120.377752,XinYe Plaza,36.102045,120.385478,Shopping Mall
海伦路街道办事处,36.104703,120.377752,抚顺路批发市场,36.09754792982762,120.38024425506592,Food & Drink Shop
海伦路街道办事处,36.104703,120.377752,红月亮蛋糕,36.112825,120.3784,Bakery
海伦路街道办事处,36.104703,120.377752,Jinjiang Inn 锦江之星,36.113264,120.380284,Hotel
海伦路街道办事处,36.104703,120.377752,美特好,36.096679,120.382759,Grocery Store
敦化路街道办事处,36.085376000000004,120.369018,CBD万达广场 Wanda Plaza,36.08722558644069,120.37372782662494,Shopping Mall
敦化路街道办事处,36.085376000000004,120.369018,Starbucks (星巴克),36.08719651680316,120.3736956168019,Coffee Shop
敦化路街道办事处,36.085376000000004,120.369018,Le Méridien Qingdao (青岛万达艾美酒店),36.087299614103294,120.37306361539974,Hotel
敦化路街道办事处,36.085376000000004,120.369018,Starbucks (星巴克),36.087212,120.373887,Coffee Shop
敦化路街道办事处,36.085376000000004,120.369018,Qing Dao Wanda CBD & IMAX,36.08780999093612,120.36914582579855,Movie Theater
敦化路街道办事处,36.085376000000004,120.369018,Akebono,36.08704,120.3729,Japanese Restaurant
敦化路街道办事处,36.085376000000004,120.369018,Latitude 36,36.087232200709266,120.37304672862936,Hotel Bar
敦化路街道办事处,36.085376000000004,120.369018,Le Mei,36.08733303958661,120.37306924432272,Chinese Restaurant
敦化路街道办事处,36.085376000000004,120.369018,怡情楼海鲜巨无霸,36.08094902815589,120.36722629089988,Chinese Restaurant
洛阳路街道办事处,36.142753000000006,120.391571,Cache Cache(海琴利群店),36.14312,120.388487,Clothing Store
洛阳路街道办事处,36.142753000000006,120.391571,利群海琴广场,36.14211523434432,120.38384818373697,Shopping Mall
洛阳路街道办事处,36.142753000000006,120.391571,"QINGDAO SUNCEND SAFETY PRODUCTS CO.,LTD.",36.142319537650025,120.39938014000656,IT Services
洛阳路街道办事处,36.142753000000006,120.391571,琴岛顺天馄饨,36.14168193384712,120.38381441300226,Chinese Restaurant
洛阳路街道办事处,36.142753000000006,120.391571,宝鑫达汽车维修中心,36.137182,120.384491,Other Repair Shop
辽源路街道办事处,36.099018,120.39726200000001,迪卡侬,36.09677659007781,120.39078225482216,Sporting Goods Shop
辽源路街道办事处,36.099018,120.39726200000001,gazi konağı,36.101744,120.39388,Hotel
辽源路街道办事处,36.099018,120.39726200000001,红红啤酒屋,36.103389,120.401154,BBQ Joint
辽源路街道办事处,36.099018,120.39726200000001,星美国际影城,36.09599785059555,120.38958345250957,Movie Theater
辽源路街道办事处,36.099018,120.39726200000001,Iamgym,36.106737,120.393309,Gym / Fitness Center
河西街道办事处,36.125263000000004,120.40371699999999,于记六h,36.122311,120.406855,Szechuan Restaurant
合肥路街道办事处,36.111213,120.40007,Starbucks (星巴克),36.11021969942872,120.41064811296825,Coffee Shop
合肥路街道办事处,36.111213,120.40007,Starbucks (星巴克),36.114236,120.390924,Coffee Shop
合肥路街道办事处,36.111213,120.40007,Swatch Qingdao Capitaland Xinduxin,36.11472195702833,120.3974131108398,Watch Shop
合肥路街道办事处,36.111213,120.40007,乡情乡味私家菜馆,36.115411936704014,120.40597737819985,Asian Restaurant
合肥路街道办事处,36.111213,120.40007,Iamgym,36.106737,120.393309,Gym / Fitness Center
合肥路街道办事处,36.111213,120.40007,sisyphe books,36.114059,120.391335,Bookstore
合肥路街道办事处,36.111213,120.40007,Capitaland Mall (凯德Mall),36.114095291512776,120.39120999380641,Shopping Mall
合肥路街道办事处,36.111213,120.40007,Jusco 佳世客,36.110602806787774,120.40980401677108,Shopping Mall
合肥路街道办事处,36.111213,120.40007,禾绿回转寿司,36.10802118959139,120.39093421488623,Sushi Restaurant
合肥路街道办事处,36.111213,120.40007,银章鱼,36.112569,120.410848,Japanese Restaurant
浮山新区街道办事处,36.097432,120.42243899999998,山沟沟酒店,36.097678,120.421187,Chinese Restaurant
浮山新区街道办事处,36.097432,120.42243899999998,海棠阁酒店,36.096187591552734,120.42562866210938,Asian Restaurant
浮山新区街道办事处,36.097432,120.42243899999998,于三烧烤,36.10062863810072,120.41791836654835,BBQ Joint
浮山新区街道办事处,36.097432,120.42243899999998,马家拉面,36.09712841013743,120.41633155044889,Chinese Restaurant
浮山新区街道办事处,36.097432,120.42243899999998,段氏烧烤,36.100761,120.417777,BBQ Joint
浮山新区街道办事处,36.097432,120.42243899999998,那家小院,36.09791,120.411629,Shandong Restaurant
城阳街道办事处,36.302164000000005,120.381424,KFC (肯德基),36.29750094370677,120.38429845935849,Fast Food Restaurant
城阳街道办事处,36.302164000000005,120.381424,船歌鱼水饺,36.30563610524986,120.38289697134397,Chinese Restaurant
城阳街道办事处,36.302164000000005,120.381424,丰茂串城,36.3051715904954,120.38557610791747,Chinese Restaurant
城阳街道办事处,36.302164000000005,120.381424,大润发超市,36.30823571894296,120.38678620396816,Grocery Store
惜福镇街道办事处,36.312286,120.48997,KFC (肯德基),36.3102,120.4839,Fast Food Restaurant
惜福镇街道办事处,36.312286,120.48997,cafe 29 Avenue,36.304923,120.484285,Coffee Shop
流亭街道办事处,36.247671000000004,120.399883,김밥천국,36.25199114246225,120.39891242980957,Food Court
流亭街道办事处,36.247671000000004,120.399883,RUI FU XIANG JIUDIAN,36.24397659301758,120.4029769897461,Chinese Restaurant
流亭街道办事处,36.247671000000004,120.399883,李朝洗浴中心,36.25323,120.397439,Spa
流亭街道办事处,36.247671000000004,120.399883,博丰大酒店,36.25099961060811,120.40678773464593,Bed & Breakfast
流亭街道办事处,36.247671000000004,120.399883,Airbus 319,36.24519314026665,120.39127753141163,Moving Target
流亭街道办事处,36.247671000000004,120.399883,庄户人大锅鸡,36.251663,120.407697,Chinese Restaurant
流亭街道办事处,36.247671000000004,120.399883,새마을식당 本家新村,36.25518992616276,120.39550981773253,Diner
棘洪滩街道办事处,36.340801,120.27674099999999,China Telecom,36.337466,120.272924,IT Services
黄岛街道办事处,36.044674,120.223244,黄岛轮渡站,36.046091996370606,120.22841021022924,Pier
黄岛街道办事处,36.044674,120.223244,青岛轮渡,36.04697236056843,120.22825242596682,Boat or Ferry
黄岛街道办事处,36.044674,120.223244,Huaou Mingzhu Hotel,36.04237,120.21769,Hotel
黄岛街道办事处,36.044674,120.223244,Meirang,36.046390533447266,120.21446990966797,Korean Restaurant
珠海街道办事处,35.861859,120.007644,kangle hotel,35.86606,120.006607,Shandong Restaurant
辛安街道办事处,35.997524,120.12533700000002,难吃米线,35.997133,120.125566,Noodle House
辛安街道办事处,35.997524,120.12533700000002,汉庭酒店,36.000579,120.134452,Hotel
红石崖街道办事处,36.101766999999995,120.095262,haizhizi,36.09549814391035,120.09125870931057,Hotel
长江路街道办事处,35.976708,120.15973899999999,Chahe Food Court,35.971684,120.165015,Food Court
长江路街道办事处,35.976708,120.15973899999999,青岛海底隧道,35.98153906144346,120.16551827113088,Beach
薛家岛街道办事处,35.959863,120.20954099999999,Our Family Restaurant 咱们家小食府,35.959473,120.206364,Chinese Restaurant
薛家岛街道办事处,35.959863,120.20954099999999,Knuckles Music Bar & Grille Western Restaurant (乐口思音乐西餐厅),35.962112810484314,120.20711890171093,English Restaurant
薛家岛街道办事处,35.959863,120.20954099999999,济南鑫利鑫烧烤,35.959622,120.205753,BBQ Joint
薛家岛街道办事处,35.959863,120.20954099999999,利群集团,35.9589756,120.2050243,Shopping Mall
薛家岛街道办事处,35.959863,120.20954099999999,In The Oven Bakery & Market,35.962735,120.214426,Restaurant
李村街道办事处,36.165609,120.422944,Rockcity (伟东乐客城),36.159731893097444,120.42088937403513,Shopping Mall
李村街道办事处,36.165609,120.422944,Wanda Plaza (万达广场),36.16616321950316,120.42930685712741,Shopping Mall
