Borough,Neighborhood,Latitude,Longitude
济南市商河县,贾庄镇,37.266821,117.073018
济南市商河县,殷巷镇,37.401527,117.149269
济南市商河县,郑路镇,37.277719,117.338982
济南市商河县,怀仁镇,37.403232,117.048416
济南市商河县,白桥镇,37.185795,117.271590
济南市商河县,孙集镇,37.298888,117.269634
济南市商河县,韩庙镇,37.309050,117.157207
济南市商河县,张坊镇,37.353297,117.106904
济南市商河县,沙河镇,37.425731,117.276510
济南市莱芜区,凤城街道办事处,36.651216,117.119999
济南市莱芜区,张家洼街道办事处,36.651216,117.119999
济南市莱芜区,高庄街道办事处,36.651216,117.119999
济南市莱芜区,鹏泉街道办事处,36.651216,117.119999
济南市莱芜区,口镇,36.651216,117.119999
济南市莱芜区,羊里镇,36.651216,117.119999
济南市莱芜区,方下镇,36.651216,117.119999
济南市莱芜区,牛泉镇,36.651216,117.119999
济南市莱芜区,苗山镇,36.651216,117.119999
济南市莱芜区,雪野镇,36.651216,117.119999
济南市莱芜区,大王庄镇,36.651216,117.119999
济南市莱芜区,寨里镇,36.651216,117.119999
济南市莱芜区,杨庄镇,36.651216,117.119999
济南市莱芜区,茶业口镇,36.651216,117.119999
济南市莱芜区,和庄镇,36.651216,117.119999
济南市钢城区,艾山街道办事处,36.651216,117.119999
济南市钢城区,颜庄镇,36.651216,117.119999
济南市钢城区,黄庄镇,36.651216,117.119999
济南市钢城区,里辛镇,36.651216,117.119999
济南市钢城区,辛庄镇,36.651216,117.119999
