Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
泉城路街道办事处,36.666319,117.020375,Walmart (沃尔玛购物广场),36.66425367052427,117.01188325881958,Shopping Mall
泉城路街道办事处,36.666319,117.020375,Häagen-Dazs (哈根达斯),36.66390751202179,117.01766539285296,Ice Cream Shop
泉城路街道办事处,36.666319,117.020375,曲水亭街,36.67114328755546,117.01878047123832,Food Truck
泉城路街道办事处,36.666319,117.020375,玉泉森信大酒店,36.65967296697662,117.02214866175206,Hotel
泉城路街道办事处,36.666319,117.020375,Daming Lake (大明湖),36.67339799480671,117.02266020814474,Lake
泉城路街道办事处,36.666319,117.020375,INZONE (银座),36.65919310676313,117.02398538589478,Department Store
趵突泉街道办事处,36.659492,117.01788400000001,Starbucks (星巴克),36.66294883609048,117.01772731625356,Coffee Shop
趵突泉街道办事处,36.659492,117.01788400000001,Parc 66 (恒隆广场),36.66375382725165,117.01776310614395,Shopping Mall
趵突泉街道办事处,36.659492,117.01788400000001,Sofitel Silver Plaza Hotel Jinan,36.659821822596385,117.02443679774356,Hotel
趵突泉街道办事处,36.659492,117.01788400000001,Ole Supermarket (parc66),36.66391276880525,117.01769987990204,Gourmet Shop
趵突泉街道办事处,36.659492,117.01788400000001,Baotu Spring Park (趵突泉公园),36.6610408677459,117.01118747511333,Park
趵突泉街道办事处,36.659492,117.01788400000001,Quancheng Square (泉城广场),36.661242592901786,117.01680321478662,Plaza
趵突泉街道办事处,36.659492,117.01788400000001,Apple Parc 66 Jinan (Apple 济南恒隆广场),36.664286212401244,117.01796650886536,Electronics Store
趵突泉街道办事处,36.659492,117.01788400000001,Crowne Plaza,36.66353443860142,117.01980831264027,Hotel
趵突泉街道办事处,36.659492,117.01788400000001,Starbucks (星巴克),36.66502541569481,117.02051568727778,Coffee Shop
趵突泉街道办事处,36.659492,117.01788400000001,Malèna (玛莲娜),36.662238325152515,117.01766098170447,Restaurant
趵突泉街道办事处,36.659492,117.01788400000001,Costa Coffee (咖世家),36.66537592401243,117.02460292353632,Coffee Shop
趵突泉街道办事处,36.659492,117.01788400000001,Cinema Palace (百丽宫影城),36.6630425899915,117.01858373927278,Movie Theater
趵突泉街道办事处,36.659492,117.01788400000001,Shimao International Plaza (世茂国际广场),36.66476219165684,117.02381549372544,Shopping Mall
趵突泉街道办事处,36.659492,117.01788400000001,Walmart (沃尔玛购物广场),36.66425367052427,117.01188325881958,Shopping Mall
趵突泉街道办事处,36.659492,117.01788400000001,玉泉森信大酒店,36.65967296697662,117.02214866175206,Hotel
趵突泉街道办事处,36.659492,117.01788400000001,Häagen-Dazs (哈根达斯),36.66390751202179,117.01766539285296,Ice Cream Shop
趵突泉街道办事处,36.659492,117.01788400000001,INZONE (银座),36.65919310676313,117.02398538589478,Department Store
趵突泉街道办事处,36.659492,117.01788400000001,CCPARK创意广场,36.65392382908796,117.02266020814474,Shopping Mall
东关街道办事处,36.678877,117.032904,鹊华居,36.673690302639955,117.02829863126335,Seafood Restaurant
东关街道办事处,36.678877,117.032904,Ji'nandong Railway Station (济南东站),36.681480719784446,117.02333897352219,Train Station
东关街道办事处,36.678877,117.032904,Piaget,36.67066,117.03241,Jewelry Store
东关街道办事处,36.678877,117.032904,姜仔鸭,36.68750612598961,117.03421852499521,Hotel
解放路街道办事处,36.666451,117.03526399999998,Costa Coffee (咖世家),36.66537592401243,117.02460292353632,Coffee Shop
解放路街道办事处,36.666451,117.03526399999998,Carrefour (家乐福),36.66615178636725,117.03434496750303,Supermarket
解放路街道办事处,36.666451,117.03526399999998,Mineral 美得乐 酒店,36.67040630152931,117.0381554490787,Hotel
解放路街道办事处,36.666451,117.03526399999998,家乐福（济南解放桥店）,36.669944232996656,117.0390060448481,Shopping Mall
建筑新村街道办事处,36.670825,117.04933500000001,Lydia (莉迪亚意式餐厅),36.679345698449595,117.04990830727017,Italian Restaurant
建筑新村街道办事处,36.670825,117.04933500000001,华强电子世界,36.666496873038746,117.04986233160638,Electronics Store
建筑新村街道办事处,36.670825,117.04933500000001,KFC (肯德基),36.675263431083586,117.05092551624206,Fast Food Restaurant
建筑新村街道办事处,36.670825,117.04933500000001,山东大学 学人大厦,36.67457815107156,117.05706314655264,Hotel
建筑新村街道办事处,36.670825,117.04933500000001,家乐福（济南解放桥店）,36.669944232996656,117.0390060448481,Shopping Mall
建筑新村街道办事处,36.670825,117.04933500000001,Lydias,36.67950921674132,117.04977038024848,Italian Restaurant
文化东路街道办事处,36.660596000000005,117.04931699999999,McDonald's (麦当劳) (麦当劳),36.66649342385994,117.04958073044493,Fast Food Restaurant
文化东路街道办事处,36.660596000000005,117.04931699999999,INZONE Mall (银座商城),36.661170623664425,117.04979911505215,Shopping Mall
文化东路街道办事处,36.660596000000005,117.04931699999999,宏伟推拿保健中心诚基中心店 Hongwei Massage Studio Chengji Branch,36.65670394897461,117.05014038085938,Massage Studio
文化东路街道办事处,36.660596000000005,117.04931699999999,华强电子世界,36.666496873038746,117.04986233160638,Electronics Store
文化东路街道办事处,36.660596000000005,117.04931699999999,适度,36.65457387002845,117.05377597374029,Chinese Restaurant
文化东路街道办事处,36.660596000000005,117.04931699999999,Blackberry store,36.66617892840148,117.04367276551164,Mobile Phone Shop
文化东路街道办事处,36.660596000000005,117.04931699999999,高第街56号文化东路店,36.654307440245795,117.05463799959215,Chinese Restaurant
甸柳新村街道办事处,36.659475,117.06727099999999,Starbucks (星巴克),36.6543,117.072,Coffee Shop
姚家街道办事处,36.678142,117.104072,农家土菜馆,36.67314701128263,117.10887522878463,Chinese Restaurant
龙洞街道办事处,36.640443,117.101125,龍洞隧道,36.64525615831013,117.10135445985729,Tunnel
龙洞街道办事处,36.640443,117.101125,轉山隧道,36.64525615831013,117.10135445985729,Tunnel
舜华路街道办事处,36.672238,117.1158,Starbucks (星巴克),36.67209156249054,117.12478916921319,Coffee Shop
舜华路街道办事处,36.672238,117.1158,Starbucks (星巴克),36.68107356853493,117.11714258785418,Coffee Shop
舜华路街道办事处,36.672238,117.1158,农家土菜馆,36.67314701128263,117.10887522878463,Chinese Restaurant
舜华路街道办事处,36.672238,117.1158,Joyinn &Suites Hotel JiNan,36.67810104617353,117.1182284081899,Hotel
舜华路街道办事处,36.672238,117.1158,老板恋上鱼 Restaurant,36.67143867819069,117.12386424094264,Asian Restaurant
舜华路街道办事处,36.672238,117.1158,McDonald's (麦当劳),36.67144394446655,117.12444447593307,Fast Food Restaurant
舜华路街道办事处,36.672238,117.1158,丁豪广场,36.68050705668999,117.11688980346392,Shopping Mall
舜华路街道办事处,36.672238,117.1158,横店电影城 | HENGDIAN CINEMAS,36.680982408594296,117.1170679015893,Movie Theater
泺源街道办事处,36.663225,117.01378100000001,Starbucks (星巴克),36.66294883609048,117.01772731625356,Coffee Shop
泺源街道办事处,36.663225,117.01378100000001,Parc 66 (恒隆广场),36.66375382725165,117.01776310614395,Shopping Mall
泺源街道办事处,36.663225,117.01378100000001,Ole Supermarket (parc66),36.66391276880525,117.01769987990204,Gourmet Shop
泺源街道办事处,36.663225,117.01378100000001,Baotu Spring Park (趵突泉公园),36.6610408677459,117.01118747511333,Park
泺源街道办事处,36.663225,117.01378100000001,Apple Parc 66 Jinan (Apple 济南恒隆广场),36.664286212401244,117.01796650886536,Electronics Store
泺源街道办事处,36.663225,117.01378100000001,Starbucks (星巴克),36.66502541569481,117.02051568727778,Coffee Shop
泺源街道办事处,36.663225,117.01378100000001,Crowne Plaza,36.66353443860142,117.01980831264027,Hotel
泺源街道办事处,36.663225,117.01378100000001,Quancheng Square (泉城广场),36.661242592901786,117.01680321478662,Plaza
泺源街道办事处,36.663225,117.01378100000001,Malèna (玛莲娜),36.662238325152515,117.01766098170447,Restaurant
泺源街道办事处,36.663225,117.01378100000001,Costa Coffee (咖世家),36.66537592401243,117.02460292353632,Coffee Shop
泺源街道办事处,36.663225,117.01378100000001,Cinema Palace (百丽宫影城),36.6630425899915,117.01858373927278,Movie Theater
泺源街道办事处,36.663225,117.01378100000001,Walmart (沃尔玛购物广场),36.66425367052427,117.01188325881958,Shopping Mall
泺源街道办事处,36.663225,117.01378100000001,Shimao International Plaza (世茂国际广场),36.66476219165684,117.02381549372544,Shopping Mall
泺源街道办事处,36.663225,117.01378100000001,Häagen-Dazs (哈根达斯),36.66390751202179,117.01766539285296,Ice Cream Shop
泺源街道办事处,36.663225,117.01378100000001,玉泉森信大酒店,36.65967296697662,117.02214866175206,Hotel
泺源街道办事处,36.663225,117.01378100000001,Grand Metro Park Qihui Hotel,36.66772639336209,117.02252226317283,Hotel
泺源街道办事处,36.663225,117.01378100000001,曲水亭街,36.67114328755546,117.01878047123832,Food Truck
杆石桥街道办事处,36.65149,116.989333,济南经十路净雅酒店,36.64848199413344,116.98752729982327,Chinese Restaurant
杆石桥街道办事处,36.65149,116.989333,天禧舜和商务酒店,36.64879553061682,116.98428869247437,Hotel
杆石桥街道办事处,36.65149,116.989333,舜和德餐厅,36.648067,116.98438,German Restaurant
杆石桥街道办事处,36.65149,116.989333,INZONE Mall (银座商城),36.64592650468661,116.99101096164185,Shopping Mall
杆石桥街道办事处,36.65149,116.989333,面包新语 | BreadTalk,36.64545684253884,116.99110868729983,Bakery
杆石桥街道办事处,36.65149,116.989333,小城故事,36.645152,116.990484,Chinese Restaurant
杆石桥街道办事处,36.65149,116.989333,三喜龙虾,36.650873,116.980789,Asian Restaurant
杆石桥街道办事处,36.65149,116.989333,金芙蓉羽毛球馆,36.644133,116.992474,Basketball Court
杆石桥街道办事处,36.65149,116.989333,雅悦酒店,36.648329,116.99886,Hotel
杆石桥街道办事处,36.65149,116.989333,东方豪客 | Eastday Houkal,36.6488890619,116.979484948,Steakhouse
魏家庄街道办事处,36.667662,117.00213000000001,Wanda Plaza (万达广场),36.66211187839508,116.99677099999997,Shopping Mall
魏家庄街道办事处,36.667662,117.00213000000001,Walmart (沃尔玛购物广场),36.66425367052427,117.01188325881958,Shopping Mall
魏家庄街道办事处,36.667662,117.00213000000001,Starbucks (星巴克),36.662116700082144,116.99606114444342,Coffee Shop
魏家庄街道办事处,36.667662,117.00213000000001,Five-Dragon Pool (五龙潭),36.664940924972015,117.00882502599828,Park
魏家庄街道办事处,36.667662,117.00213000000001,万达国际影城,36.662469576909665,116.99585695005595,Movie Theater
魏家庄街道办事处,36.667662,117.00213000000001,大明湖西南门,36.672247865053066,117.01056668813438,Park
魏家庄街道办事处,36.667662,117.00213000000001,济南万达凯悦酒店,36.6618799217916,116.99394558594088,Hotel
大观园街道办事处,36.659091,116.99501299999999,Wanda Plaza (万达广场),36.66211187839508,116.99677099999997,Shopping Mall
大观园街道办事处,36.659091,116.99501299999999,Starbucks (星巴克),36.662116700082144,116.99606114444342,Coffee Shop
大观园街道办事处,36.659091,116.99501299999999,禾绿回转寿司万达店,36.66180351837039,116.99436809950336,Sushi Restaurant
大观园街道办事处,36.659091,116.99501299999999,万达凯悦芳泉水疗游泳馆 Swimming Pool of Fang Quan Spa Fitness Center at Hyatt Regency Jinan,36.66185786051434,116.99380474790594,Gym Pool
大观园街道办事处,36.659091,116.99501299999999,万达国际影城,36.662469576909665,116.99585695005595,Movie Theater
大观园街道办事处,36.659091,116.99501299999999,ZARA,36.6623773744486,116.99629383084955,Clothing Store
大观园街道办事处,36.659091,116.99501299999999,McDonald's (麦当劳),36.661068,116.991486,Fast Food Restaurant
大观园街道办事处,36.659091,116.99501299999999,Dairy Queen | DQ (DQ冰雪皇后),36.66216414110927,116.99817930599919,Fast Food Restaurant
大观园街道办事处,36.659091,116.99501299999999,汉拿山 （万达广场）,36.661930212045284,116.99947843455422,Korean Restaurant
大观园街道办事处,36.659091,116.99501299999999,85度C,36.657426,117.001063,Bakery
四里村街道办事处,36.643182,116.99788999999998,Starbucks (星巴克),36.64595763041376,117.00810076621283,Coffee Shop
四里村街道办事处,36.643182,116.99788999999998,INZONE Mall (银座商城),36.64592650468661,116.99101096164185,Shopping Mall
四里村街道办事处,36.643182,116.99788999999998,山东省体育中心体育场,36.6478816990527,117.00482432176281,Stadium
四里村街道办事处,36.643182,116.99788999999998,新世纪影城玉函店,36.64520301652513,117.00810076621283,Movie Theater
六里山街道办事处,36.620098999999996,117.001826,城南往事,36.616947195958346,117.00216289164433,Chinese Restaurant
六里山街道办事处,36.620098999999996,117.001826,双冠王北京饭庄,36.61563491821289,116.99977111816406,Chinese Restaurant
六里山街道办事处,36.620098999999996,117.001826,Victoria Falls Safari Lodge,36.615009,116.999864,Hotel
六里山街道办事处,36.620098999999996,117.001826,鲁西南老牌坊,36.61953815317208,117.00900896459447,Chinese Restaurant
六里山街道办事处,36.620098999999996,117.001826,INZONE OUTLETS (银座奥特莱斯),36.61518881590746,116.99724806733087,Shopping Mall
六里山街道办事处,36.620098999999996,117.001826,水帘洞中荡起双桨,36.62253767335262,117.00952054296978,Art Gallery
六里山街道办事处,36.620098999999996,117.001826,雅特饭店,36.62644,117.006113,Chinese Restaurant
六里山街道办事处,36.620098999999996,117.001826,武家牛肉大院,36.6263,117.007494,Asian Restaurant
六里山街道办事处,36.620098999999996,117.001826,珍祥烧烤（舜耕路店）,36.614913031594334,117.01023330177854,BBQ Joint
六里山街道办事处,36.620098999999996,117.001826,禾绿回转寿司省体店,36.626491227127104,116.99482222877782,Japanese Restaurant
七里山街道办事处,36.62945,116.996453,如家快捷酒店（英雄山路店）,36.629116,116.999168,Hotel
七里山街道办事处,36.62945,116.996453,禾绿回转寿司省体店,36.626491227127104,116.99482222877782,Japanese Restaurant
七里山街道办事处,36.62945,116.996453,H&M,36.62595150438738,116.99156857214189,Clothing Store
七里山街道办事处,36.62945,116.996453,澳门豆捞,36.635453,117.002642,Chinese Restaurant
七里山街道办事处,36.62945,116.996453,大润发（山水店）,36.632044989411014,116.98696967865348,Supermarket
七里山街道办事处,36.62945,116.996453,凝尚咖啡 / Ninson,36.62386110600529,117.00410004821434,Coffee Shop
二七新村街道办事处,36.634138,116.993443,东方罗马洗浴,36.636356188476796,116.98919177055359,Water Park
二七新村街道办事处,36.634138,116.993443,大润发（山水店）,36.632044989411014,116.98696967865348,Supermarket
二七新村街道办事处,36.634138,116.993443,如家快捷酒店（英雄山路店）,36.629116,116.999168,Hotel
二七新村街道办事处,36.634138,116.993443,郭记烩面,36.636634826660156,116.98497009277344,Noodle House
二七新村街道办事处,36.634138,116.993443,澳门豆捞,36.635453,117.002642,Chinese Restaurant
二七新村街道办事处,36.634138,116.993443,禾绿回转寿司省体店,36.626491227127104,116.99482222877782,Japanese Restaurant
二七新村街道办事处,36.634138,116.993443,H&M,36.62595150438738,116.99156857214189,Clothing Store
二七新村街道办事处,36.634138,116.993443,休闲会所,36.637035,116.983523,Massage Studio
舜玉路街道办事处,36.626401,117.01702900000001,天外山庄,36.62790824762115,117.02091864622267,Chinese Restaurant
舜玉路街道办事处,36.626401,117.01702900000001,山财小吃街,36.62473235395553,117.01246927946717,Asian Restaurant
舜玉路街道办事处,36.626401,117.01702900000001,山财超市,36.6214852529108,117.01479720012942,Convenience Store
舜玉路街道办事处,36.626401,117.01702900000001,山财三餐,36.621722,117.021059,Middle Eastern Restaurant
舜玉路街道办事处,36.626401,117.01702900000001,水帘洞中荡起双桨,36.62253767335262,117.00952054296978,Art Gallery
舜玉路街道办事处,36.626401,117.01702900000001,Nanfeng Building,36.633134,117.020603,Chinese Aristocrat Restaurant
舜玉路街道办事处,36.626401,117.01702900000001,武家牛肉大院,36.6263,117.007494,Asian Restaurant
舜玉路街道办事处,36.626401,117.01702900000001,Japanes Restarunt,36.634072,117.018554,Japanese Restaurant
舜玉路街道办事处,36.626401,117.01702900000001,舜耕山庄 Shun Geng Hillview Hotel,36.634095,117.021584,Hotel
舜玉路街道办事处,36.626401,117.01702900000001,雅特饭店,36.62644,117.006113,Chinese Restaurant
舜耕街道办事处,36.651474,116.997777,KFC (肯德基),36.64504651391728,117.00479558079647,Fast Food Restaurant
舜耕街道办事处,36.651474,116.997777,新疆居,36.64537489414215,116.99756562709808,Chinese Restaurant
舜耕街道办事处,36.651474,116.997777,85度C,36.657426,117.001063,Bakery
舜耕街道办事处,36.651474,116.997777,山东省体育中心体育场,36.6478816990527,117.00482432176281,Stadium
舜耕街道办事处,36.651474,116.997777,INZONE Mall (银座商城),36.64592650468661,116.99101096164185,Shopping Mall
舜耕街道办事处,36.651474,116.997777,Pizza Hut (必胜客),36.64517244254526,117.00503700479204,Pizza Place
王官庄街道办事处,36.629581,116.96113700000001,刘长山公园,36.63366,116.970194,Park
七贤街道办事处,36.611668,116.95869099999999,大润发,36.612631138849935,116.95889701536616,Convenience Store
七贤街道办事处,36.611668,116.95869099999999,McDonald's (麦当劳) (麦当劳),36.612693786621094,116.96098327636719,Fast Food Restaurant
七贤街道办事处,36.611668,116.95869099999999,MANGO (Harmony Shopping Mall),36.612693786621094,116.96098327636719,Clothing Store
七贤街道办事处,36.611668,116.95869099999999,中影星美国际影城,36.619346,116.959209,Movie Theater
十六里河街道办事处,36.603260999999996,117.007076,渔夫码头,36.599536,117.01156,Seafood Restaurant
十六里河街道办事处,36.603260999999996,117.007076,山东鲁能泰山足球俱乐部,36.59657986498533,117.00894355773926,Track
十六里河街道办事处,36.603260999999996,117.007076,蓝海酒店,36.609511,117.000059,Seafood Restaurant
十六里河街道办事处,36.603260999999996,117.007076,老驴头,36.598728187250984,116.99820229949451,Chinese Restaurant
西市场街道办事处,36.660044,116.97714599999999,Dairy Queen | DQ (DQ冰雪皇后),36.66087569506838,116.9758290052414,Ice Cream Shop
西市场街道办事处,36.660044,116.97714599999999,McDonald's (麦当劳),36.658877005815974,116.97129244879643,Fast Food Restaurant
西市场街道办事处,36.660044,116.97714599999999,Ajisen Ramen (味千拉麵),36.66075999019135,116.97057955853128,Ramen Restaurant
西市场街道办事处,36.660044,116.97714599999999,融汇济南老商埠,36.6622200012207,116.98755645751953,Outlet Mall
五里沟街道办事处,36.658547,116.98018300000001,Dairy Queen | DQ (DQ冰雪皇后),36.66087569506838,116.9758290052414,Ice Cream Shop
五里沟街道办事处,36.658547,116.98018300000001,融汇济南老商埠,36.6622200012207,116.98755645751953,Outlet Mall
五里沟街道办事处,36.658547,116.98018300000001,McDonald's (麦当劳),36.658877005815974,116.97129244879643,Fast Food Restaurant
五里沟街道办事处,36.658547,116.98018300000001,ibis hotel - Jinan CHINA,36.656439,116.97165,Xinjiang Restaurant
五里沟街道办事处,36.658547,116.98018300000001,三喜龙虾,36.650873,116.980789,Asian Restaurant
五里沟街道办事处,36.658547,116.98018300000001,Southside Story (城南往事),36.66115625000559,116.99064880145606,Chinese Restaurant
道德街街道办事处,36.651788,116.96711699999999,Harmony Plaza (和谐广场),36.64925991263962,116.97228129261303,Shopping Mall
道德街街道办事处,36.651788,116.96711699999999,济南银座佳悦酒店,36.64967178660712,116.96677360380667,Hotel Bar
道德街街道办事处,36.651788,116.96711699999999,Starbucks (星巴克),36.64886865163204,116.9718418070335,Coffee Shop
道德街街道办事处,36.651788,116.96711699999999,鲁信影城,36.64946500290906,116.97255149913217,Movie Theater
营市街街道办事处,36.652625,116.96288700000001,济南银座佳悦酒店,36.64967178660712,116.96677360380667,Hotel Bar
营市街街道办事处,36.652625,116.96288700000001,Harmony Plaza (和谐广场),36.64925991263962,116.97228129261303,Shopping Mall
营市街街道办事处,36.652625,116.96288700000001,Starbucks (星巴克),36.64886865163204,116.9718418070335,Coffee Shop
营市街街道办事处,36.652625,116.96288700000001,鲁信影城,36.64946500290906,116.97255149913217,Movie Theater
青年公园街道办事处,36.652444,116.98431399999998,McDonald's (麦当劳) (麦当劳),36.657795614769654,116.97949051439393,Fast Food Restaurant
青年公园街道办事处,36.652444,116.98431399999998,三喜龙虾,36.650873,116.980789,Asian Restaurant
青年公园街道办事处,36.652444,116.98431399999998,天禧舜和商务酒店,36.64879553061682,116.98428869247437,Hotel
青年公园街道办事处,36.652444,116.98431399999998,济南经十路净雅酒店,36.64848199413344,116.98752729982327,Chinese Restaurant
青年公园街道办事处,36.652444,116.98431399999998,华联超市,36.65544421073266,116.97691499923127,Shop & Service
青年公园街道办事处,36.652444,116.98431399999998,陌尚花开,36.653646,116.975395,Bakery
青年公园街道办事处,36.652444,116.98431399999998,INZONE Mall (银座商城),36.64592650468661,116.99101096164185,Shopping Mall
青年公园街道办事处,36.652444,116.98431399999998,中山公园,36.66076657508286,116.98228445297997,Park
青年公园街道办事处,36.652444,116.98431399999998,小城故事,36.645152,116.990484,Chinese Restaurant
青年公园街道办事处,36.652444,116.98431399999998,面包新语 | BreadTalk,36.64545684253884,116.99110868729983,Bakery
中大槐树街道办事处,36.657484000000004,116.96708999999998,McDonald's (麦当劳),36.658877005815974,116.97129244879643,Fast Food Restaurant
中大槐树街道办事处,36.657484000000004,116.96708999999998,Ajisen Ramen (味千拉麵),36.66075999019135,116.97057955853128,Ramen Restaurant
中大槐树街道办事处,36.657484000000004,116.96708999999998,长燊麻辣烫,36.6573259,116.9739446,Food
中大槐树街道办事处,36.657484000000004,116.96708999999998,Dairy Queen | DQ (DQ冰雪皇后),36.66087569506838,116.9758290052414,Ice Cream Shop
中大槐树街道办事处,36.657484000000004,116.96708999999998,Pizza Hut (必胜客),36.649504514422055,116.96949297117555,Pizza Place
振兴街街道办事处,36.653033,116.979221,Harmony Plaza (和谐广场),36.64925991263962,116.97228129261303,Shopping Mall
振兴街街道办事处,36.653033,116.979221,天禧舜和商务酒店,36.64879553061682,116.98428869247437,Hotel
振兴街街道办事处,36.653033,116.979221,鲁信影城,36.64946500290906,116.97255149913217,Movie Theater
振兴街街道办事处,36.653033,116.979221,Starbucks (星巴克),36.64886865163204,116.9718418070335,Coffee Shop
南辛庄街道办事处,36.645955,116.965006,Harmony Plaza (和谐广场),36.64925991263962,116.97228129261303,Shopping Mall
南辛庄街道办事处,36.645955,116.965006,济南银座佳悦酒店,36.64967178660712,116.96677360380667,Hotel Bar
南辛庄街道办事处,36.645955,116.965006,Starbucks (星巴克),36.64886865163204,116.9718418070335,Coffee Shop
南辛庄街道办事处,36.645955,116.965006,鲁信影城,36.64946500290906,116.97255149913217,Movie Theater
段店北路街道办事处,36.654666999999996,116.94493100000001,舜和国际酒店 Shunhe International Hotel,36.650628273037704,116.93681801484966,Hotel
段店北路街道办事处,36.654666999999996,116.94493100000001,舜和海鲜酒楼,36.650127,116.936479,Seafood Restaurant
匡山街道办事处,36.663472999999996,116.948167,济南茶叶批发市场,36.66611862182617,116.94857788085938,Market
匡山街道办事处,36.663472999999996,116.948167,山东省会大剧院,36.66492149409309,116.94516690617341,Performing Arts Venue
匡山街道办事处,36.663472999999996,116.948167,orient hotel,36.66495083313655,116.94515540654812,Bed & Breakfast
匡山街道办事处,36.663472999999996,116.948167,McDonald's (麦当劳),36.66423902456115,116.95533808139893,Fast Food Restaurant
匡山街道办事处,36.663472999999996,116.948167,济南副食调味品市场,36.6705689,116.9535355,Shop & Service
张庄路街道办事处,36.656156,116.932344,IKEA (宜家家居),36.6640441708659,116.92739349484991,Furniture / Home Store
张庄路街道办事处,36.656156,116.932344,舜和国际酒店 Shunhe International Hotel,36.650628273037704,116.93681801484966,Hotel
张庄路街道办事处,36.656156,116.932344,舜和海鲜酒楼,36.650127,116.936479,Seafood Restaurant
张庄路街道办事处,36.656156,116.932344,济南森林公园,36.663665,116.936627,Park
美里湖街道办事处,36.704892,116.93161299999998,"NtaiFitness Equipment Co.,Ltd.",36.70957734575541,116.93877696990967,Health & Beauty Service
兴福街道办事处,36.672015,116.88915,Jinan West Railway Station (济南西站),36.668803,116.890353,Train Station
兴福街道办事处,36.672015,116.88915,McDonald's (麦当劳),36.66870679861435,116.88617718946985,Fast Food Restaurant
兴福街道办事处,36.672015,116.88915,KFC (肯德基),36.668907,116.8851,Fast Food Restaurant
兴福街道办事处,36.672015,116.88915,Platform 6/7,36.668834,116.887815,Platform
